"","Orr","Vvd","Cda","D66","Pvda","Glef","wnOrr","wnVvd","wnCda","wnD66","wnPvda","wnGlef"
"318",5.5417,4.8936,4.8611,3.5263,3.0669,2.3714,26,144,190,19,310,73
"319",6.1935,4.7123,4.87,3.5833,2.8684,2.5932,32,150,211,28,280,62
"320",5.375,4.8589,4.8387,3.5909,2.9761,2.6029,33,170,225,23,266,68
"321",5.7333,4.9091,4.8757,3.6818,3.0117,2.4805,31,138,184,22,274,81
"322",5.75,5.0909,4.7692,3.6842,3.0844,2.4545,30,117,164,19,245,55
"323",6.1538,4.9231,4.7876,3.875,3.0646,2.566,27,147,207,16,308,56
"324",5.7714,4.7561,4.9132,3.5385,3.0278,2.1467,38,172,232,13,336,79
"325",5.5294,4.9767,4.9944,3.5789,3.1047,2.4576,17,136,198,19,295,61
"326",5.775,5.042,5.0162,3.8889,3.0865,2.7463,40,151,194,10,282,67
"327",5.4,4.8182,4.7104,3.1765,2.9373,2.2419,22,138,191,17,266,62
"328",5.6333,5.0365,4.8977,3.8889,3.0547,2.3833,31,145,180,10,272,62
"329",5.4333,4.9316,4.625,3.6875,3.0321,2.6364,30,120,177,18,256,35
"330",5.963,4.9712,4.8655,3.4375,2.9878,2.7209,29,151,181,16,263,52
"331",5.619,4.9667,4.7809,3.55,3.0471,2.6852,42,123,188,20,275,59
"332",5.5455,4.92,4.9266,3.75,2.9744,2.5574,24,155,189,16,282,61
"333",5.8333,4.7952,4.9471,3.7917,3.1306,2.5738,39,176,203,27,335,65
"334",5.8611,5.0199,4.8146,4.0769,3.076,2.5738,39,153,189,13,267,62
"335",5.6,4.8814,4.8235,3.3846,3.0153,2.5192,21,124,162,13,271,52
"336",5.5714,4.912,4.7657,3.619,2.9856,2.6279,30,133,185,23,298,45
"337",5.3667,4.8644,4.801,3.6,3.0308,2.6667,31,125,208,18,318,49
"338",5.74,4.8455,4.8669,3.4839,3.0393,2.2794,53,258,359,34,489,72
"339",5.56,4.844,4.6761,3.4737,2.991,2.6538,27,113,184,20,237,55
"340",5.8649,4.8634,4.8223,3.6364,3.0637,2.4082,41,195,256,22,378,103
"341",5.6538,4.9,4.735,3.7143,2.8957,2.3864,27,124,202,14,237,45
"342",5.6522,4.8654,4.841,3.8571,3.1217,2.4907,52,273,367,29,535,115
"343",5.6957,4.981,4.7625,3.7143,3.0094,2.5641,23,119,176,7,234,41
"344",5.8571,4.6579,4.7577,3.9091,3.0446,2.5172,22,119,201,11,282,58
"345",5.7451,4.8935,4.8333,3.871,3.0474,2.4479,53,274,362,32,535,100
"346",5.4615,4.8614,4.7557,3.9231,3.0836,2.5385,29,106,185,15,298,54
"347",5.7,4.8633,4.6935,3.6923,3.1552,2.5333,20,142,193,13,285,49
"348",5.8065,4.8188,4.875,4,3.0741,2.6122,32,141,192,14,311,50
"349",5.7188,4.8511,4.7468,3.7222,3.0704,2.52,34,149,169,19,358,52
"350",5.6944,4.7597,4.7937,3.5,3.003,2.5397,39,138,197,14,355,64
"351",5.575,4.8784,4.8396,3.8,3,2.451,45,152,197,20,320,54
"352",5.75,4.8378,4.6612,3.5714,2.9656,2.4107,24,151,192,21,335,58
"353",5.8276,4.7554,4.7386,3.5789,2.9854,2.6129,32,145,183,21,299,64
"354",5.55,4.8174,4.7943,3.8333,3.0129,2.3111,21,118,145,7,252,47
"355",5.2,4.8173,4.8045,3.7857,3.0185,2.5294,23,106,184,15,283,52
"356",5.7333,4.8382,4.6545,3.8235,3.0234,2.3265,32,178,264,17,409,50
"357",5.2432,4.9321,4.9801,4.2083,3.0087,2.459,38,167,214,24,358,61
"358",5.7778,4.9152,4.6126,3.4444,2.9602,2.4615,29,173,203,18,342,66
"359",5.8824,4.8889,4.7391,3.6,3.0903,2.3415,35,163,220,16,318,42
"360",6.0698,4.881,4.8689,3.3846,3.0743,2.6667,43,133,217,15,367,55
"361",5.7917,4.9291,4.8042,3.5714,3.1165,2.2927,25,147,199,23,325,43
"362",5.7407,4.7902,4.6552,3.65,3.0278,2.5349,28,154,181,21,333,47
"363",5.75,4.8938,4.725,3.8,3.0564,2.64,30,123,170,10,282,51
"364",5.725,4.88135,4.8338,3.6778,3.04835,2.5343,0,0,0,0,0,0
"365",5.7,4.8689,4.9426,3.5556,3.0403,2.4286,22,124,128,9,285,42
"366",5.9231,4.9231,4.679,3.7857,3.1806,2.439,27,95,168,15,304,41
"367",5.9333,4.9963,4.7987,3.7727,3.0549,2.5333,33,281,344,46,556,75
"368",6.0313,4.8929,4.7386,3.5,3.125,2.3922,33,117,182,15,340,52
"369",5.6071,4.625,4.8305,3.6364,3.0729,2.5526,30,125,188,23,306,39
"370",5.7241,4.8409,4.71,3.6667,3.0644,2.2525,63,228,350,30,608,103
"371",5.7143,4.871,4.9395,3.5357,3.017,2.3571,37,161,227,30,430,57
"372",5.7778,4.8942,4.7711,3.6296,2.9444,2.2632,36,109,171,27,306,60
"373",5.6279,4.897,4.6977,3.5,3.0952,2.4177,47,239,324,31,608,83
"374",5.0455,4.843,4.8171,3.8846,3.0789,2.3023,23,125,178,26,375,45
"375",5.6923,4.9065,4.7679,3.8095,2.9779,2.2037,26,110,184,22,339,54
"376",6.069,5.015,4.6497,3.7059,2.9927,2.4583,30,136,161,17,289,50
"377",5.875,4.8707,4.8434,3.75,2.9907,2.3492,26,122,177,24,344,67
"378",5.9091,4.896,4.8382,3.6667,2.9965,2.3333,22,133,183,21,316,54
"379",5.6842,4.9524,4.7543,3.625,3.0037,2.4545,20,136,181,16,286,33
"380",5.5833,4.9914,4.7389,3.5385,3.0732,2.02,24,120,165,27,336,52
"381",6,4.9779,4.7609,3.5,2.9159,2.45,25,140,193,12,340,61
"382",6.2083,5.0593,4.8134,3.5385,3.1126,2.5893,25,124,139,13,310,57
"383",5.5385,4.9661,4.7867,3.4,3.0403,2.0444,27,120,163,16,290,46
"384",5.8947,4.8889,4.7443,3.75,3.0616,2.3651,19,145,184,17,363,67
"385",5.9268,4.8301,4.8571,3.6522,2.9673,2.2935,43,214,301,25,479,93
"386",5.8148,4.9421,4.7413,3.9,2.8636,2.3778,28,121,151,10,297,49
"387",5.75,4.9846,4.7394,3.8571,3.0476,2.4595,31,133,173,7,270,38
"388",5.7917,4.9595,4.8837,3.5882,2.9883,2.3393,28,152,181,17,357,59
"389",5.7083,5.1691,4.9591,3.8,2.9866,2.2841,50,213,355,60,625,88
"390",5.7391,4.9314,4.9294,3.8,2.9317,2.4717,24,104,179,40,308,55
"391",5.7667,5.2137,4.9404,3.6774,3.0077,2.25,30,120,159,32,280,36
"392",6.0769,4.8904,4.8315,3.825,2.996,2.5957,29,150,190,40,268,49
"393",5.5625,5,4.8588,3.6774,2.961,2.4054,17,101,177,33,239,40
"394",6.0385,4.8769,4.8978,3.4211,2.9836,2.2439,27,136,192,38,318,41
"395",5.3889,5.0328,4.7469,3.6296,3.0981,2.381,19,126,168,29,275,45
"396",5.4348,4.8636,4.7447,3.8,3.0428,2.7347,23,111,145,21,267,52
"397",5.8333,4.9346,4.8503,3.6857,2.9493,2.1081,25,114,171,36,236,37
"398",6,4.9024,4.9063,3.7027,2.9601,2.3571,29,125,202,39,319,30
"399",5.4545,4.9496,4.7302,3.5714,2.8967,2.1935,22,125,199,29,280,32
"400",6.2105,4.9633,4.8777,3.5,3.0662,2.3182,22,111,195,34,297,44
"401",6.0526,4.9773,4.7988,3.6667,3.0957,2.3947,20,134,173,22,298,39
"402",6.0385,4.9,4.6879,3.6471,2.8794,2.3871,26,122,185,35,301,33
"403",5.7778,4.9818,4.7758,3.7429,2.9262,2.4717,29,169,234,36,389,53
"404",6,5.0496,4.7219,3.5714,3.0147,2.6286,22,126,171,29,284,35
"405",5.4706,4.97,4.7688,3.5556,3.0184,2.2571,17,101,168,30,232,39
"406",5.8537,4.8725,4.7485,3.8545,2.9476,2.5286,41,212,344,57,480,71
"407",5.6,5.1418,4.7396,3.4571,2.9486,2.3095,17,136,201,36,267,45
"408",5.8966,4.9314,4.913,3.5882,2.7678,2.2308,30,105,169,35,280,26
"409",5.5385,4.8532,4.8086,3.8125,2.8482,2.4138,13,114,218,33,274,32
"410",5.6667,5.0775,4.8869,3.6585,2.935,2.4194,17,135,176,41,289,32
"411",5.7143,5.0721,4.8206,3.6667,2.9828,2.3667,21,118,233,34,308,31
"412",5.5926,5.1377,4.8618,3.6047,3.0059,2.3333,28,141,257,43,346,40
"413",5.9091,4.9697,4.8297,3.7273,2.9259,2.5455,22,100,193,22,284,35
"414",5.7381,4.9202,4.7201,3.4783,2.882,2.3676,44,219,384,74,619,71
"415",5.5909,5,4.7826,3.7353,2.9654,2.1923,22,119,217,35,278,27
"416",5.61365,5.0443,4.81505,3.81925,2.9512,2.28135,0,0,0,0,0,0
"417",5.6364,5.0886,4.8475,3.9032,2.937,2.3704,11,82,185,31,283,29
"418",6.12,4.9412,4.7903,3.8333,2.9906,2.2917,26,123,261,39,334,49
"419",5.9063,4.9171,4.7203,3.4359,3.0196,2.1774,35,196,470,39,536,63
"420",5.9048,4.9303,4.7023,3.6207,2.9982,2.4746,44,249,461,59,586,63
"421",5.6122,5.0258,4.8469,3.7361,3.0474,2.4462,52,203,431,74,508,66
"422",5.6765,4.9602,4.6886,3.9091,3.0561,2.6094,37,202,365,57,526,64
"423",5.8983,5.0377,4.7963,3.7037,3.0796,2.2903,61,161,338,54,479,64
"424",5.6429,4.8745,4.7136,3.8772,3.1134,2.411,31,241,433,61,633,75
"425",5.9483,4.9055,4.6976,3.7164,2.9892,2.2097,60,208,430,68,601,64
"426",5.7234,4.8155,4.7663,3.7887,3.0395,2.4839,48,211,429,72,625,66
"427",5.9231,4.8584,4.7139,3.68,3.0022,2.4706,41,222,375,51,479,53
"428",5.6,4.873,4.7775,3.7571,2.9097,2.32,60,262,462,71,684,82
"429",5.5333,4.96,4.812,3.6596,2.8814,2.2222,47,235,440,98,720,45
"430",5.66,4.9372,4.8029,3.5904,2.9803,2.4697,51,230,444,85,606,71
"431",6.0263,5.0052,4.805,3.5857,3.0519,2.254,41,199,414,70,580,64
"432",5.9028,4.9828,4.7196,3.6966,3.0088,2.2949,75,239,449,90,719,80
"433",5.6308,4.8846,4.783,3.4756,3.0062,2.2308,68,218,475,84,695,52
"434",5.8205,5.0045,4.5358,3.4941,2.906,2.1452,42,229,424,87,606,64
"435",5.6522,4.8507,4.7646,3.7265,2.9557,2.411,46,229,428,120,648,75
"436",5.5122,4.8554,4.7855,3.6988,2.8984,2.2353,41,176,360,86,469,53
"437",5.6842,5,4.6813,3.6909,2.8403,2.4286,40,247,546,115,636,60
"438",6.0588,5.0155,4.7853,3.7946,2.8654,2.2418,53,262,540,120,603,97
"439",5.6842,5.0514,4.7097,3.5607,2.9431,2.3095,45,221,622,112,582,84
"440",5.9348,4.9901,4.679,3.6071,2.9679,2.131,49,217,511,114,503,86
"441",5.7551,4.7885,4.6824,3.6847,2.9554,2.3723,51,219,607,114,574,94
"442",6.1333,4.9154,4.5373,3.6557,2.8721,2.3019,33,135,352,64,318,55
"443",5.8571,5.1134,4.6721,3.5273,3.0815,2.2143,21,99,333,58,338,44
"444",5.5,4.8054,4.8239,3.5893,2.9051,2.4444,24,152,318,56,289,55
"445",5.25,4.9844,4.8431,3.6792,2.9781,2.25,17,134,266,56,289,41
"446",5,4.9029,4.7401,3.7619,2.9511,2.1277,11,107,295,44,332,48
"447",5.7,5.141,4.7857,3.4783,2.9354,2.3889,22,84,246,47,289,40
"448",5.619,5.0233,4.8475,3.6042,2.9085,2.6429,21,90,234,48,296,32
"449",6.0455,5.084,4.7709,3.5938,3.0245,2.2791,23,135,234,67,297,43
"450",5.7,5.0179,4.7366,3.6038,3.0391,2.0488,31,114,271,55,297,44
"451",5.84,4.9192,4.82,3.5645,2.9435,2.3889,25,104,265,63,289,36
"452",5.9,5.0894,4.8142,3.4889,2.8694,2.375,23,125,240,49,257,33
"453",5.7037,4.9515,4.7,3.6491,2.9724,2.3529,27,106,283,58,263,34
"454",5.9545,4.8889,4.7403,3.6731,2.9856,2.3784,22,92,239,53,295,39
"455",5.7895,4.95,4.6226,3.4386,3.0549,2.6364,19,122,268,61,292,44
"456",5.4,4.9506,4.7565,3.6744,2.9191,2.6154,21,83,247,43,291,28
"457",5.96,5.2278,4.7929,3.566,3.0428,2.3077,25,80,209,55,271,39
"458",5.7059,5.0313,4.8243,3.4839,3.0159,2.3846,18,102,234,31,266,27
"459",6.0556,5,4.6137,3.7381,2.9012,2.4231,19,92,246,44,267,27
"460",5.7333,4.9647,4.7756,3.375,2.9373,2.1351,31,86,261,36,279,40
"461",5.75,5.0889,4.7455,3.5088,3.0789,2.1935,17,90,229,57,298,32
"462",5.7826,5.0412,4.6527,3.9167,3.0495,2.2941,24,99,256,62,316,34
"463",5.8261,4.98,4.7406,3.6604,2.9324,2.375,24,101,275,55,315,33
"464",5.625,5.0351,4.7213,3.6923,2.9493,2.3611,24,117,251,54,312,37
"465",5.4545,4.7573,4.7026,3.5455,3.0913,2.3429,22,105,243,45,280,35
"466",5.92,4.7845,4.7756,3.7193,3.0706,2.3548,28,119,264,58,342,33
"467",5.7692,4.9888,4.8224,3.9773,3.1811,1.871,29,90,223,46,282,34
"468",5.7333,4.975,4.6784,3.8293,2.996,2.3548,16,81,237,43,256,32
"469",5.4857,4.90055,4.71165,3.63035,3.05535,2.33915,0,0,0,0,0,0
"470",5.2381,4.8261,4.7449,3.4314,3.1147,2.3235,22,96,253,52,301,34
"471",5.7857,4.93,4.713,3.5849,2.9765,2.2667,28,101,226,55,315,30
"472",5.8,5.0086,4.7434,3.7541,2.9805,2.3438,36,116,279,62,334,32
"473",5.7949,4.8944,4.8247,3.5326,2.9452,2.1837,41,163,364,95,437,54
"474",5.7273,4.88,4.72,3.7073,3.1142,2.6087,22,102,234,43,305,47
"475",5.6923,4.8839,4.8025,3.4821,3.0034,2.4167,28,123,274,61,325,37
"476",5.8261,4.84,4.7349,3.6,2.9281,2.3784,24,126,309,66,347,37
"477",5.8077,4.8803,4.7019,3.4386,3.0177,2.2889,28,122,281,58,353,46
"478",5.4211,4.7284,4.7143,3.7407,2.8773,2.0357,22,86,210,57,234,29
"479",5.8421,4.8097,4.8113,3.5526,2.9549,2.3056,61,234,428,117,582,109
"480",5.6667,4.9223,4.8562,3.6692,2.9103,2.3516,51,199,478,137,562,95
"481",5.7813,4.7938,4.6683,3.65,2.874,2.5676,34,100,216,66,271,37
"482",5.5357,4.9158,4.8485,3.7167,2.8914,2.5102,29,103,220,61,285,50
"483",6.25,4.89,4.8333,3.5806,3.0241,2.6279,29,109,235,67,312,45
"484",5.7143,4.6923,4.8878,3.7015,3.1212,2.3111,22,81,211,68,277,47
"485",5.6087,4.7802,4.8048,3.4921,2.9157,2.2917,24,94,217,66,270,49
"486",5.6552,4.8333,4.7006,3.7419,3.0282,2.5854,30,99,179,62,259,42
"487",5.56,4.9417,4.7324,3.74,2.9857,2.6038,25,105,218,51,293,53
"488",5.4348,4.957,4.6986,3.6364,3.0365,2.4151,28,95,226,58,287,54
"489",5.8333,4.6341,4.5928,3.8103,3.0195,2.4103,13,85,201,63,276,39
"490",5.7333,4.9571,4.8168,3.6585,3.0122,2.5135,17,75,203,44,255,40
"491",5.7143,4.8118,4.7914,3.72,3.0798,2.425,29,90,194,51,231,40
"492",5.6667,4.7789,4.6685,3.6216,3.0725,2.4118,21,99,192,39,284,34
"493",5.72,5,4.6228,3.641,3.1268,2.6452,25,94,235,41,289,33
"494",6.1053,4.8391,4.8533,3.7358,3.0895,2.5814,20,89,191,56,267,44
"495",5.75,4.8356,4.8844,3.6579,3.026,2.3077,21,77,188,41,243,28
"496",5.6538,5.0345,4.8122,3.7931,3.0038,2.4,27,87,217,58,276,31
"497",5.7778,4.7632,4.8271,3.5897,3.1733,2.3636,21,79,224,39,238,33
"498",5.6818,4.9718,4.6683,3.6739,3.045,2.7857,22,73,210,49,234,29
"499",5.4737,4.9429,4.7927,3.725,3.0596,2.4,20,71,169,42,228,31
"500",5.9412,4.8621,4.8232,3.7021,3.0491,2.7241,20,88,205,49,240,30
"501",6,4.7778,4.8031,3.8036,3.0243,2.2963,13,86,205,57,263,28
"502",6.0345,4.7385,4.9218,3.7895,3.0372,2.359,29,65,184,41,230,41
"503",5.4828,5.0755,4.7964,3.7368,3.0165,2.3519,30,111,229,43,319,57
"504",5.9,4.8023,4.8299,3.6538,2.8824,2.2308,21,92,213,56,266,27
"505",5.7895,5.0238,4.8677,3.7632,3.07,2.2759,20,85,199,39,219,32
"506",5.8,5.0385,4.8054,3.5357,3.063,2.549,37,113,234,58,297,53
"507",5.6786,4.9407,4.7621,3.5686,3.0288,2.2273,31,123,240,56,320,44
"508",5.6,4.8875,4.8434,3.6136,3.0675,2.3846,34,85,213,45,279,28
"509",5.1176,4.8617,4.7323,3.5217,3.0597,2.6667,18,102,207,46,284,49
"510",5.5,4.8936,4.7455,3.5246,3.0779,2.1282,27,101,231,64,325,39
"511",5.6667,4.6667,4.8131,3.6944,3.0775,2.2105,21,75,221,72,283,40
"512",5.8235,4.7857,4.7015,3.5091,3,2.4839,37,102,211,58,271,33
"513",5.56,4.8026,4.8041,3.5636,3.1088,2.3704,25,78,205,55,248,29
"514",5.5,4.8969,4.713,3.7097,3.1107,2.3611,23,101,223,65,276,38
"515",5.85,4.8434,4.7671,3.7,3.0669,2.6129,20,86,230,62,304,31
"516",5.9615,4.913,4.7868,3.7419,3.1314,2.1852,27,92,201,63,248,28
"517",5.5455,4.8165,4.7559,3.54,2.9963,2.3846,23,109,228,51,294,39
"518",5.8462,4.8243,4.7453,3.8537,3.156,2.3939,13,78,224,42,265,33
"519",6,4.8354,4.7538,3.5814,3.0757,2.1786,27,84,207,45,273,29
"520",5.6071,5.1,4.6882,3.5897,3.0133,2.5217,29,72,191,39,244,25
"521",5.25,4.9231,4.7219,3.6275,3.1308,2.6667,25,79,196,52,247,18
"522",5.8636,4.9529,4.8652,3.74,3.0325,2.3226,23,86,235,51,264,31
"523",5.9333,4.8,4.7577,3.7059,3.1287,2.4545,30,84,205,52,292,46
"524",5.7917,4.823,4.6808,3.7119,3.0327,2.4194,26,114,220,61,286,31
"525",5.6538,4.6744,4.8514,3.58,3.0146,2.0645,27,88,232,50,289,32
"526",5.6552,4.9053,4.7512,3.6761,3.0764,2.0645,29,101,212,74,292,36
"527",5.8305,4.8023,4.7392,3.5896,2.9942,2.4179,63,184,403,139,556,69
"528",5.7879,4.7353,4.7738,3.6462,2.9791,2.5556,34,103,228,69,301,27
"529",5.6053,4.8333,4.722,3.8485,2.8625,2.3111,39,98,216,68,310,45
"530",5.4848,4.7248,4.5917,3.5161,2.9435,2.5938,35,113,230,64,367,32
"531",5.725,4.7477,4.6996,3.7042,3.0701,2.625,40,111,244,73,336,34
"532",5.64,4.835,4.7739,3.7742,3.0949,2.2069,26,106,210,63,331,29
"533",5.7576,5.0506,4.6699,3.875,2.9414,2.48,34,86,216,66,290,26
"534",5.7778,4.7027,4.6319,3.8431,3.061,2.4348,18,75,171,53,264,24
"535",5.8205,4.7679,4.673,3.629,3.0618,2.5,40,116,221,65,292,31
"536",5.8095,4.7396,4.7802,3.4583,3.0667,2.9,22,97,187,51,300,31
"537",5.5556,4.8023,4.6872,3.5781,3,2.6061,37,90,186,67,311,33
"538",5.7391,4.7079,4.8284,3.6591,3.0304,2.0571,24,90,185,47,238,38
"539",5.7895,4.6989,4.9257,3.6471,3.0534,2.1333,20,98,184,35,276,33
"540",5.8462,4.8851,4.8775,3.8182,3.1277,2.4286,40,89,215,50,292,35
"541",5.5714,4.7167,4.6149,3.4884,3.1602,2.0741,28,64,185,44,272,28
"542",5.7,4.9744,4.8756,3.8125,3.0313,2.125,22,82,207,50,272,32
"543",5.8667,4.7273,4.7854,3.6531,3.184,2.2162,31,100,240,51,305,40
"544",5.7188,4.7215,4.7268,3.6667,3.1469,2.4,33,83,211,55,297,36
"545",5.72,4.9121,4.6961,3.5122,3,1.9063,26,93,188,43,287,35
"546",5.381,4.8734,4.6321,3.6111,3.1022,2.1786,21,83,196,36,295,29
"547",5.7692,4.9419,4.6133,3.8043,3.194,2.2195,28,88,192,49,248,42
"548",5.8519,4.7396,4.731,3.9583,3.0905,2.3226,28,100,210,51,250,32
"549",6.0909,4.9432,4.7486,3.6226,3.0973,2.2727,33,92,196,56,274,33
"550",5.8333,4.7436,4.6824,3.7736,3.0467,2.4063,27,80,182,55,267,33
"551",5.5833,4.7159,4.6257,3.549,2.9592,2.28,13,92,188,54,264,25
"552",5.7619,4.7791,4.7538,3.7297,3.1357,2.2857,23,90,206,40,297,36
"553",5.5143,4.7033,4.733,3.7077,3.098,2.64,36,95,213,69,335,26
"554",5.5806,4.7049,4.6436,3.5254,3.165,2.2368,33,126,196,61,322,39
"555",5.9583,4.8132,4.5505,3.6182,3.1633,2.6585,24,96,228,56,319,41
"556",5.8056,4.9195,4.5308,3.6102,2.9354,2.1951,39,93,223,59,273,43
"557",5.8125,4.8372,4.7941,3.8413,3.1071,2.2,50,135,286,68,389,40
"558",5.7857,4.7423,4.7343,3.7609,3.1017,2.4074,28,98,223,47,316,27
"559",5.9,4.8448,4.7736,3.7442,3.1799,2.5556,33,121,219,45,348,45
"560",5.5625,4.6571,4.7373,3.6812,3.0752,2.4468,34,109,245,69,337,48
"561",5.3913,4.7905,4.585,3.8824,3.0536,2.3684,24,110,208,52,277,38
"562",6.0667,4.9111,4.7025,3.9219,3.0669,2.4615,33,94,253,65,312,39
"563",5.3871,4.776,4.5981,3.7736,3.1228,2.5,34,130,228,55,357,44
"564",5.6071,4.7523,4.7453,3.7241,3.1413,2.4615,31,114,226,64,297,39
"565",6.125,4.9318,4.7326,3.6615,3.166,2.4667,18,90,202,67,268,30
"566",5.5714,4.8252,4.6639,3.8056,3.0928,2.1957,21,105,251,74,308,49
"567",5.28,4.6147,4.5393,3.6912,2.9925,2.3077,29,112,206,70,291,40
"568",5.1034,4.7885,4.6402,3.44,3.0233,2.8333,30,109,221,56,269,25
"569",5.88,4.8193,4.7617,3.4783,3.0863,2.3226,25,88,198,48,269,31
"570",5.7778,4.7813,4.7658,3.8537,2.9312,2.2258,28,98,228,41,291,32
"571",5.2857,4.9333,4.6256,3.6739,3.271,2.4054,28,97,219,47,274,37
"572",5.4483,4.7303,4.7933,3.4898,3.1212,2.3333,30,91,213,50,242,24
"573",5.4063,4.9487,4.5888,3.4828,3.0041,2.4348,35,82,203,59,254,24
"574",6.0769,4.8171,4.6184,3.5306,3.1141,2.2821,26,85,213,50,308,39
"575",5.5862,4.8404,4.5811,3.4524,3.184,2.6154,31,96,228,43,270,26
"576",5.9091,4.6931,4.6681,3.7164,3.0712,2.5385,35,105,235,73,323,28
"577",5.5714,4.9008,4.6507,3.5,2.9806,2.5588,30,142,214,61,324,34
"578",5.6429,4.8391,4.6414,3.8793,3.0444,2.383,29,89,248,60,278,47
"579",5.5641,4.7699,4.6745,3.6964,3.0759,2.5833,40,117,221,57,320,49
"580",5.2692,4.566,4.5346,3.7692,3.1274,2.4091,29,112,227,52,277,44
"581",5.2414,4.8111,4.6216,3.9818,3.1843,2.4167,29,94,193,56,301,24
"582",5.44,4.9318,4.6359,3.6923,3.0078,2.1613,27,92,193,69,273,31
"583",5.4103,4.7578,4.6898,3.6769,2.9481,2.0606,43,128,229,67,308,33
"584",5.8421,4.6667,4.4851,3.6327,3.1678,2.2571,20,103,212,53,300,35
"585",5.5,4.6275,4.7472,3.6452,3.0459,2.6061,25,106,181,32,237,35
"586",5.6571,4.6636,4.8186,3.4737,3.0389,2.375,37,112,209,58,273,33
"587",5.4,4.7327,4.6089,3.6275,3.0993,2.7568,16,107,227,55,296,38
"588",5.4828,4.7143,4.67,3.6825,2.9881,2.4706,29,117,212,64,267,34
"589",5.6364,4.8376,4.7109,3.5088,3.1747,2.3056,22,118,219,58,277,38
"590",5.9048,4.7653,4.6878,3.7333,3.073,2.5,22,99,194,64,250,42
"591",6.0833,4.7816,4.6542,3.6071,3.0972,2.1667,26,93,219,57,265,24
"592",6.0952,4.5747,4.6103,3.6889,3.0128,2.2813,22,87,223,47,250,32
"593",5.7826,4.4762,4.7225,3.569,2.9798,2.3514,25,86,205,62,259,38
"594",5.6,4.5584,4.6847,3.75,3.0402,2.4848,27,82,233,62,269,34
"595",5.6944,4.7375,4.7331,3.8305,3.0632,2.625,36,82,274,60,288,41
"596",5.6061,4.8125,4.6983,3.5957,3.0739,2.4688,33,83,254,49,271,33
"597",5.3529,4.6463,4.7907,3.5968,3.0362,2.3714,35,85,223,66,240,37
"598",5.6071,4.6702,4.7072,3.6308,2.9798,2.25,30,96,229,66,268,34
"599",5.3846,4.5747,4.6743,3.6533,3.1244,2.4286,27,88,228,76,224,28
"600",5.3529,4.814,4.6429,3.661,3.004,2.2941,17,88,220,61,264,17
"601",6,4.6224,4.768,3.6047,3.0182,2.4348,17,100,259,46,291,46
"602",5.8,4.6593,4.7371,3.5,3.1085,2.2745,20,93,228,53,224,53
"603",5.36,4.7347,4.7418,3.6316,3.0175,2.3256,25,98,259,58,242,43
"604",5.5455,4.8941,4.6642,3.5424,3.0684,2.6809,25,86,286,62,276,47
"605",5.4694,4.6503,4.7124,3.6978,2.9721,2.4696,53,189,561,144,527,122
"606",5.6032,4.868,4.7275,3.7462,2.9679,2.5625,65,199,527,133,558,132
"607",5.6176,4.7823,4.6374,3.5333,3.0152,2.3733,35,126,288,60,279,77
"608",5.6154,4.8983,4.6814,3.8447,2.9007,2.6667,41,121,307,105,313,79
"609",5.7,5.0094,4.7417,3.5,2.932,2.375,21,107,283,117,256,67
"610",5.525,4.866,4.7811,3.2755,3,2.6591,40,102,245,99,247,45
"611",5.7407,4.9157,4.5702,3.4298,2.8178,2.2222,29,87,261,114,274,47
"612",5.6667,4.766,4.6323,3.6237,2.9547,2.6061,21,95,300,100,259,34
"613",5.697,5.0208,4.5276,3.5326,2.959,2.4902,35,99,305,94,284,53
"614",5.4865,4.7034,4.692,3.6392,2.9886,2.5161,39,121,292,98,276,33
"615",5.4815,4.7245,4.6337,3.5393,3.0291,2.5,28,100,294,91,296,49
"616",5.4722,5,4.6606,3.4624,3.0041,2.6486,36,79,290,97,254,38
"617",6.15,4.7619,4.8008,3.5714,2.9724,2.3256,21,86,263,89,307,44
"618",5.6,4.8247,4.6726,3.7527,2.9022,2.5,30,100,301,93,290,42
"619",5.5,4.9111,4.6758,3.4324,2.9659,2.6154,42,93,310,78,287,53
"620",5.7568,4.8625,4.6866,3.5366,3.129,2.6316,37,82,234,86,261,38
"621",5.7222,4.6458,4.662,3.5974,2.9504,2.675,20,97,225,79,255,41
"622",5.625,4.8219,4.5862,3.4304,2.9963,2.3056,27,73,244,79,292,36
"623",5.6087,4.8488,4.7404,3.6,2.9121,2.62,26,89,246,78,301,51
"624",5.76085,4.72875,4.68705,3.58225,3.0076,2.5169,0,0,0,0,0,0
"625",5.913,4.6087,4.6337,3.5645,3.1031,2.4138,23,74,218,67,203,30
"626",5.8947,4.8229,4.4978,3.56,3.0087,2.3333,41,97,243,75,245,50
"627",5.7419,4.8173,4.6655,3.6304,3.0865,2.275,34,111,295,96,303,42
"628",5.5789,4.7941,4.5504,3.7045,3.025,2.6316,40,72,268,91,298,38
"629",5.8846,4.8454,4.613,3.6818,2.9853,2.5,29,101,271,89,284,47
"630",5.7273,4.5778,4.6151,3.6635,2.9236,2.7632,34,90,310,111,297,40
"631",5.4375,4.6667,4.6468,3.5464,3.0729,2.4872,33,95,275,103,309,42
"632",5.1667,4.6707,4.4592,3.5093,2.9431,2.375,30,90,312,113,264,48
"633",5.6829,4.5412,4.5703,3.5408,2.9622,2.6964,44,86,273,100,248,58
